# Expected readings, exported from opentorah — the oracle for the Java port.
#
# opentorah c2a9bfa14783e12802e411de076b33d8b39aaa6b  (Apache 2.0; see opentorah/LICENSE.md)
# generated 2026-09-03 over Jewish years 5780-5860, both locations
#
# date<TAB>situation<TAB>customs<TAB>kind<TAB>value
#
# date is Gregorian yyyy-mm-dd — deliberately, so no consumer has to
# translate month numbering: opentorah counts Jewish months from Tishrei
# and this library counts them from Nisan. It is the first date on which
# the situation occurs. The situation names everything that determines
# the reading — location, day of week, the week's parsha, and what else
# applies — because readings are a function of the combination, and
# combinations are where the bugs are. Customs are those reading the same
# thing; ALL is every custom. Spans are book:fromCh:fromV:toCh:toV, torah
# aliyot prefixed by number, '-' means nothing is read.
2019-10-17	chul|Thursday|-|SuccosIntermediate2|morning	Agadir+Algeria+Algiers+Baladi+Bavlim+Djerba+Fes+Libya+Magreb+Marrakesh+Morocco+Persia+PureSephardim+Sefard+Shami+Teiman+Toshbim	torah	1:Numbers:29:20:29:25 2:Numbers:29:20:29:25 3:Numbers:29:20:29:25 4:Numbers:29:20:29:25
2019-10-17	chul|Thursday|-|SuccosIntermediate2|morning	Ashkenaz+Chabad+ChayeyOdom+Frankfurt+Hagra+Italki+Lita+Poznan+Romania	torah	1:Numbers:29:20:29:22 2:Numbers:29:23:29:25 3:Numbers:29:26:29:28 4:Numbers:29:20:29:25
2019-10-18	EY|Friday|-|SuccosIntermediate4InHolyLand|morning	ALL	haftarah	-
2019-10-18	EY|Friday|-|SuccosIntermediate4InHolyLand|morning	ALL	maftir	-
2019-10-18	EY|Friday|-|SuccosIntermediate4InHolyLand|morning	Agadir+Algeria+Algiers+Baladi+Bavlim+Djerba+Fes+Libya+Magreb+Marrakesh+Morocco+Persia+PureSephardim+Sefard+Shami+Teiman+Toshbim	torah	1:Numbers:29:26:29:28 2:Numbers:29:26:29:28 3:Numbers:29:26:29:28 4:Numbers:29:26:29:28
2019-10-18	EY|Friday|-|SuccosIntermediate4InHolyLand|morning	Ashkenaz+Chabad+ChayeyOdom+Frankfurt+Hagra+Italki+Lita+Poznan+Romania	torah	1:Numbers:29:26:29:28 2:Numbers:29:29:29:31 3:Numbers:29:32:29:34 4:Numbers:29:26:29:28
2019-10-18	chul|Friday|-|SuccosIntermediate3|morning	ALL	haftarah	-
2019-10-18	chul|Friday|-|SuccosIntermediate3|morning	ALL	maftir	-
2019-10-18	chul|Friday|-|SuccosIntermediate3|morning	Agadir+Algeria+Algiers+Baladi+Bavlim+Djerba+Fes+Libya+Magreb+Marrakesh+Morocco+Persia+PureSephardim+Sefard+Shami+Teiman+Toshbim	torah	1:Numbers:29:23:29:28 2:Numbers:29:23:29:28 3:Numbers:29:23:29:28 4:Numbers:29:23:29:28
2019-10-18	chul|Friday|-|SuccosIntermediate3|morning	Ashkenaz+Chabad+ChayeyOdom+Frankfurt+Hagra+Italki+Lita+Poznan+Romania	torah	1:Numbers:29:23:29:25 2:Numbers:29:26:29:28 3:Numbers:29:29:29:31 4:Numbers:29:23:29:28
2019-10-19	EY|shabbos|-|SuccosIntermediate5InHolyLand|afternoon	ALL	haftarah	-
2019-10-19	EY|shabbos|-|SuccosIntermediate5InHolyLand|afternoon	ALL	maftir	-
2019-10-19	EY|shabbos|-|SuccosIntermediate5InHolyLand|afternoon	ALL	torah	1:Genesis:1:1:1:5 2:Genesis:1:6:1:8 3:Genesis:1:9:1:13
2019-10-19	EY|shabbos|-|SuccosIntermediate5InHolyLand|morning	ALL	maftir	Numbers:29:29:29:31
2019-10-19	EY|shabbos|-|SuccosIntermediate5InHolyLand|morning	ALL	torah	1:Exodus:33:12:33:16 2:Exodus:33:17:33:19 3:Exodus:33:20:33:23 4:Exodus:34:1:34:3 5:Exodus:34:4:34:10 6:Exodus:34:11:34:17 7:Exodus:34:18:34:26
2019-10-19	EY|shabbos|-|SuccosIntermediate5InHolyLand|morning	Agadir+Algeria+Algiers+Ashkenaz+Bavlim+Chabad+ChayeyOdom+Djerba+Fes+Frankfurt+Hagra+Libya+Lita+Magreb+Marrakesh+Morocco+Persia+Poznan+PureSephardim+Romania+Sefard+Toshbim	haftarah	Ezekiel:38:18:39:16
